neighborhood,name,rating,review_count,price,latitude,longitude,category,parent_category
Hell's Kitchen,The Times Eatery,4.5,3,,40.7580028623838,-73.98907838708071,newamerican,restaurants
Hell's Kitchen,Intermezzo,3.5,6,,40.7599470581794,-73.9918396621943,italian,restaurants
Hell's Kitchen,McDonald's,1.5,50,$,40.758069299999995,-73.988945,hotdogs,restaurants
Hell's Kitchen,The Ribbon,4.0,215,,40.7576,-73.98693,newamerican,restaurants
Hell's Kitchen,West Side Market Place,3.0,13,,40.76873,-73.99224,delis,restaurants
Hell's Kitchen,‘ritas,4.0,27,$$,40.7633331939511,-73.9887996051015,mexican,restaurants
Hell's Kitchen,McDonald's,2.5,110,$,40.756396,-73.98804,hotdogs,restaurants
Hell's Kitchen,Lamano Hell's Kitchen,4.5,17,,40.763465999999994,-73.99231400000001,tapas,restaurants
Hell's Kitchen,New Taco Express,2.5,14,$,40.76862,-73.9887,mexican,restaurants
Hell's Kitchen,Pizza Plus,2.0,20,$,40.76265,-73.98996,pizza,restaurants
Hell's Kitchen,Le Rendez-Vous Cafe,2.5,14,$$,40.760040000000004,-73.98801999999999,mideastern,restaurants
Hell's Kitchen,Pizza Cafe,2.0,28,$,40.760329999999996,-73.98777,pizza,restaurants
Hell's Kitchen,Villa Italian Kitchen,2.0,28,$$,40.757290377077,-73.98978173732759,italian,restaurants
Hell's Kitchen,Gyro Cart,4.5,7,,40.75587,-73.99435,foodstands,restaurants
Hell's Kitchen,Azuki,3.0,35,$$,40.758712,-73.988281,sushi,restaurants
Hell's Kitchen,Yummy Malatang,2.5,15,,40.755702,-73.9912808,panasian,restaurants
Hell's Kitchen,Dakshin,4.0,4,$$$,40.763717,-73.989189,restaurants,
Hell's Kitchen,Desi Junction,3.5,4,$,40.763465000000004,-73.992317,indpak,restaurants
Hell's Kitchen,Sombrero Cart,3.0,11,$,40.7588233947754,-73.99322509765621,mexican,restaurants
Hell's Kitchen,Halal Cart,4.5,2,$,40.7594583435888,-73.9954920728092,foodtrucks,food
Hell's Kitchen,Port Gourmet Deli,2.5,13,$,40.758140000000004,-73.98937,delis,restaurants
Hell's Kitchen,Hell’s Kitchen Pizza,3.5,3,,40.762,-73.98980999999999,pizza,restaurants
Hell's Kitchen,Cafe 22,4.0,13,$,40.75571169769739,-73.9872019943609,cafes,restaurants
Hell's Kitchen,Villa Pizza,1.5,27,$,40.75714,-73.99085699999999,italian,restaurants
Hell's Kitchen,Subway,2.0,18,$,40.75841539439379,-73.9918563336872,sandwiches,restaurants
Hell's Kitchen,New Happy Joy Restaurant,2.0,12,$,40.765602,-73.990768,chinese,restaurants
Hell's Kitchen,Mike N Willies,3.0,27,$,40.75593,-73.99355,streetvendors,food
Hell's Kitchen,Sushi on Jones,4.0,2,,40.76234,-73.99695,sushi,restaurants
Hell's Kitchen,Gleason's Tavern,4.0,132,$$,40.755390000000006,-73.98809,irish,restaurants
Hell's Kitchen,Krispy Krunchy Chicken,2.0,14,$$,40.76265,-73.98996,chicken_wings,restaurants
Hell's Kitchen,Villa Fresh Italian Kitchen,2.0,69,$$,40.757290999999995,-73.98925899999999,italian,restaurants
Hell's Kitchen,New Yoshi Japanese Restaurant,3.0,5,$$,40.76121,-73.9919,japanese,restaurants
Hell's Kitchen,Domino's Pizza,2.5,78,$,40.7553246,-73.9888785,pizza,restaurants
Hell's Kitchen,49 St Deli & Coffee House,4.0,2,$,40.76504,-73.99486999999999,delis,restaurants
Hell's Kitchen,South Philly Steak And Fries,2.5,8,,40.7570076,-73.9889221,tradamerican,restaurants
Hell's Kitchen,Popeyes Louisiana Kitchen,2.0,65,$$,40.755320000000005,-73.98949,hotdogs,restaurants
Hell's Kitchen,Hell's Kitchen Deli,4.0,2,,40.757020000000004,-73.99387,delis,restaurants
Hell's Kitchen,Aaah Burgers,3.0,4,,40.76092,-73.99003,burgers,restaurants
Hell's Kitchen,Europan Cafe,3.0,15,$,40.7571502295058,-73.9892548323434,cafes,restaurants
Hell's Kitchen,Alsadi Deli,4.0,2,,40.767337,-73.987014,delis,restaurants
Hell's Kitchen,Dunkin' Donuts / Baskin Robbins,2.5,7,$,40.7551688700914,-73.9949376136065,hotdogs,restaurants
Hell's Kitchen,Au Bon Pain,2.0,6,,40.7564223760822,-73.9905066666225,soup,restaurants
Hell's Kitchen,Amazed Palace,2.5,5,,40.762,-73.99041,japanese,restaurants
Hell's Kitchen,Z Best Pizza,3.5,2,,40.76334,-73.99671,pizza,restaurants
Hell's Kitchen,Abruzzi Pizza,3.0,2,,40.7602801701136,-73.9915431100236,pizza,restaurants
Hell's Kitchen,Above,2.5,17,$$,40.75635,-73.98874,newamerican,restaurants
Hell's Kitchen,I Heart Pizza,2.0,7,,40.76265,-73.98996,pizza,restaurants
Hell's Kitchen,Clinton Fruit Market,3.0,2,,40.76158,-73.99056,delis,restaurants
Hell's Kitchen,Times Restaurant & Bar,2.0,5,$$,40.7556852950805,-73.99101555347441,mexican,restaurants
Hell's Kitchen,Keni's Chicken and Pizza,2.5,3,$,40.763519,-73.988517,pizza,restaurants
Hell's Kitchen,Pier Gourmet Deli,4.0,1,,40.76508,-73.99498,delis,restaurants
Hell's Kitchen,River West Deli,4.0,1,,40.760290000000005,-73.99595,delis,restaurants
Hell's Kitchen,Fresco Tortillas,2.5,3,$,40.764205,-73.988021,mexican,restaurants
Hell's Kitchen,The Theater Buffet,2.0,4,,40.7601,-73.98838,buffets,restaurants
Hell's Kitchen,Tavolino,4.0,6,,40.75562,-73.99445,italian,restaurants
Hell's Kitchen,Halal Cart,2.5,3,,40.76041465978621,-73.9874688028819,streetvendors,food
Hell's Kitchen,Gotham Cafe at The Watson Hotel,4.0,1,,40.768440000000005,-73.98739990000001,breakfast_brunch,restaurants
Hell's Kitchen,Babalu Night Club,2.5,3,,40.75926679999999,-73.99022729999999,restaurants,
Hell's Kitchen,Cafe Saffe,2.5,2,$$,40.7671890258789,-73.99180603027341,cafes,restaurants
Hell's Kitchen,Taco Bell Cantina,4.0,4,,40.755289605939495,-73.989581,mexican,restaurants
Hell's Kitchen,Mom's Pizza,3.0,1,,40.76253,-73.99005,pizza,restaurants
Hell's Kitchen,The Bull McCabes,3.0,1,$,40.7661781311035,-73.9940872192383,restaurants,
Hell's Kitchen,Gourmet Wok,2.0,3,,40.7606,-73.995,chinese,restaurants
Hell's Kitchen,El Primitivo Restaurant,3.0,1,,40.756170000000004,-73.99259,restaurants,
Hell's Kitchen,Times Square Deli,4.5,3,$,40.757046700000004,-73.9869185,pizza,restaurants
Hell's Kitchen,New Haru,2.0,2,$$$,40.7602081,-73.9954681,sushi,restaurants
Hell's Kitchen,TSQ MKT,2.0,2,,40.758829999999996,-73.99316,foodstands,restaurants
Hell's Kitchen,Press,2.0,1,$$$$,40.7645683288574,-73.9959945678711,newamerican,restaurants
Hell's Kitchen,Ranch One,1.5,3,$,40.759479999999996,-73.98855,restaurants,
Hell's Kitchen,Snacks N Wheels,1.0,5,,40.756957,-73.990495,newamerican,restaurants
Hell's Kitchen,Mexico City Cafe,2.0,1,$,40.7626914,-73.98743370000001,mexican,restaurants
Hell's Kitchen,Balkan Bites,4.0,2,,40.75587,-73.99435,mediterranean,restaurants
Hell's Kitchen,Abruzzo NYC,5.0,1,,40.753349304199205,-73.9905319213867,comfortfood,restaurants
Hell's Kitchen,Au Bon Pain,1.0,2,$$,40.764555,-73.999604,bakeries,food
Hell's Kitchen,Ray's Real Pizza,5.0,1,,40.75911,-73.98884,pizza,restaurants
Hell's Kitchen,Lovin Eat,5.0,1,,40.753349304199205,-73.9905319213867,restaurants,
Hell's Kitchen,Villa Fresh Italian Kitchen,1.0,1,,40.757137,-73.990859,food_court,restaurants
Hell's Kitchen,Frank Steak Cart,3.0,2,,40.75391,-73.98996,foodtrucks,food
Hell's Kitchen,El JEFECITO NY,4.0,1,,40.755946,-73.990758,foodtrucks,food
Hell's Kitchen,Sandwich Factory,3.5,3,,40.76532,-73.98534000000001,foodtrucks,food
Hell's Kitchen,Grand Sichuan International,2.0,3,,40.763839000000004,-73.989097,restaurants,
Hell's Kitchen,Fuji Boil,2.0,1,,40.757915999999994,-73.990702,seafood,restaurants
Hell's Kitchen,Stella's,3.0,1,,40.7600876,-73.9870823,burgers,restaurants
Hell's Kitchen,King’s Fish & Chips,1.0,1,,40.76039,-73.99099,seafood,restaurants
Hell's Kitchen,Subway Restaurants,2.0,1,,40.758841600000004,-73.98879079999999,sandwiches,restaurants
Hell's Kitchen,Crisp Chicken,1.0,1,,40.76265,-73.98996,fishnchips,restaurants
Hell's Kitchen,City Pizza Cafe,2.0,3,,40.755759999999995,-73.99051999999999,delis,restaurants
Hell's Kitchen,Subway,1.5,8,$,40.7684598,-73.98876903491201,sandwiches,restaurants
Hell's Kitchen,Jade Terrace,2.0,1,,40.7601222,-73.98716590000001,chinese,restaurants
Hell's Kitchen,Time Square Cafe,2.0,2,,40.75635,-73.98874,restaurants,
Hell's Kitchen,Hotdog Stand,3.0,1,,40.7565689,-73.9870682,streetvendors,food
Hell's Kitchen,Azuki Sushi and Chinese,1.0,2,,40.75871,-73.98831,chinese,restaurants
Hell's Kitchen,Cafe Metro,3.0,1,,40.7554893493652,-73.9940567016602,cafes,restaurants
Hell's Kitchen,Times Pub,2.0,1,,40.75522,-73.98957,asianfusion,restaurants
Inwood,Bocaditos Bistro,4.5,397,$$,40.866849834378705,-73.9239908382297,breakfast_brunch,restaurants
Inwood,Unique Fusion Restaurant,5.0,48,$$,40.8670407799303,-73.92101935624692,asianfusion,restaurants
Inwood,G's Coffee Shop,4.5,63,$,40.8681434,-73.9216979,mexican,restaurants
Inwood,Garden Cafe,3.5,232,$$,40.8681059,-73.920263,newamerican,restaurants
Inwood,Tryon Public House,4.0,380,$$,40.8649821372469,-73.927843119049,tradamerican,restaurants
Inwood,Broadyke Meat Market,4.5,78,$$,40.86578,-73.92703,meats,gourmet
Inwood,Pizza Palace,4.5,121,$,40.8629818681867,-73.9256393909454,pizza,restaurants
Inwood,Taqueria Emilio,4.5,55,$,40.8662220265057,-73.92013560563359,mexican,restaurants
Inwood,809 Sangria Bar & Grill,4.0,225,$$,40.861959999999996,-73.9252,spanish,restaurants
Inwood,Mama Sushi,3.0,709,$$,40.86612589999999,-73.92772120000001,sushi,restaurants
Inwood,Patacon Pisao Truck,4.5,82,$,40.861059999999995,-73.92036,foodtrucks,food
Inwood,Yummy Thai,3.0,380,$$,40.86808,-73.9205,thai,restaurants
Inwood,Elsa La Reina Del Chicharron,4.0,99,$,40.86627,-73.9246,latin,restaurants
Inwood,Mamajuana Cafe,3.0,629,$$,40.866501,-73.928037,breakfast_brunch,restaurants
Inwood,Amy's Restaurant,3.5,109,$$,40.86701,-73.92097,chinese,restaurants
Inwood,The Park View,3.5,324,$$,40.865788,-73.92733299999999,newamerican,restaurants
Inwood,Grandpa's Brick Oven Pizza,3.5,175,$,40.868317700000006,-73.9195183,pizza,restaurants
Inwood,Brown Sugar Restaurant,3.5,228,$$,40.869926,-73.91546600000001,cuban,restaurants
Inwood,Guadalupe Restaurant,4.0,661,$$,40.86739,-73.92083000000001,mexican,restaurants
Inwood,Seawalk Restaurant,4.0,136,$$,40.86667,-73.92837,seafood,restaurants
Inwood,Capitol Restaurant,4.0,55,$$,40.867615789175,-73.9215617626905,diners,restaurants
Inwood,El Tina Fish Market,4.0,53,$$,40.864453499999996,-73.9193338,seafood,restaurants
Inwood,Papasito Mexican Grill & Agave Bar,3.0,430,$$,40.8658205,-73.92736490000001,mexican,restaurants
Inwood,Pick & Eat,3.5,83,$$,40.8675339818001,-73.9215114712715,newamerican,restaurants
Inwood,Genesis,4.5,27,$$,40.8655,-73.91999,latin,restaurants
Inwood,La Nueva Espana,3.0,90,$$,40.8674324,-73.92123470000001,latin,restaurants
Inwood,John's Fried Chicken,3.5,57,$,40.8648784078434,-73.9195375925904,dominican,caribbean
Inwood,El Lina Restaurant,4.5,23,$$,40.8642807006836,-73.91943359375,caribbean,restaurants
Inwood,Pat'e Palo Bar & Grill,3.5,89,$$,40.8666329129341,-73.928326169827,latin,restaurants
Inwood,Sushi Mambo,3.0,260,$$,40.861059999999995,-73.92036,sushi,restaurants
Inwood,Galicia Tapas,4.5,17,,40.866720525491296,-73.9203661680222,tapasmallplates,restaurants
Inwood,U Like Chinese Take Out,3.0,72,$,40.8674342,-73.9215025,chinese,restaurants
Inwood,Cafe Tabaco & Ron,3.0,94,$$,40.86907,-73.91585,latin,restaurants
Inwood,Il Sole,3.0,145,$$,40.86612,-73.92771,italian,restaurants
Inwood,La Lomita Mexican Deli,3.5,35,$,40.8641999,-73.91936,mexican,restaurants
Inwood,Cafe Kolmaro,4.5,14,$,40.86484,-73.92213000000001,cafes,restaurants
Inwood,Hang Lee Chinese,4.0,25,$,40.867262242948,-73.9233304385214,chinese,restaurants
Inwood,Junior's Tacos,3.5,33,$,40.866068,-73.918848,tex-mex,restaurants
Inwood,Fresh Tortilla's,3.0,47,$,40.86722,-73.92073,mexican,restaurants
Inwood,Albert's Mofongo,2.5,189,$$,40.8653997269059,-73.9269116141556,dominican,caribbean
Inwood,Cachapas y mas,4.0,345,$,40.862244,-73.92475,venezuelan,latin
Inwood,Dyckman Express Restaurant,3.0,91,$,40.86184,-73.92468000000001,latin,restaurants
Inwood,Pizza Haven,2.0,92,$,40.8676342,-73.9209182,pizza,restaurants
Inwood,Jimbo's Hamburger Palace,4.0,21,$,40.864212,-73.9188995,burgers,restaurants
Inwood,Chinito Latino,3.5,46,,40.86217,-73.92551,chinese,restaurants
Inwood,Park Terrace Deli,3.5,76,$,40.871315243751,-73.914644423455,delis,restaurants
Inwood,Cocina Taller,3.0,69,$$,40.861433899999994,-73.9199223,mediterranean,restaurants
Inwood,Burgos Restaurant,4.0,17,$,40.865030074831296,-73.9272972769808,latin,restaurants
Inwood,Taqueria Los Jarritos,4.0,35,$,40.86061,-73.92697,mexican,restaurants
Inwood,Tulcingo Azteca Restaurante,3.5,17,$$,40.864081,-73.9189911,mexican,restaurants
Inwood,Monkey Brothers Lab,3.5,28,$$,40.867512299999994,-73.9173299074173,foodtrucks,food
Inwood,El Floridita Restaurant,3.0,33,$,40.86395,-73.91953000000001,cuban,restaurants
Inwood,Ceci Restaurant,4.5,8,$,40.863565,-73.926572,latin,restaurants
Inwood,Restaurante Ecuatoriano Génesis,4.5,6,$$,40.8655,-73.91999,latin,restaurants
Inwood,La Casa Del Mofongo,2.0,86,,40.8657651086247,-73.919690265255,italian,restaurants
Inwood,Kennedy Fried Chicken,3.5,19,$,40.86162,-73.92515,chicken_wings,restaurants
Inwood,Pizza Nova,3.5,28,$,40.862838,-73.925933,pizza,restaurants
Inwood,Rico Chimi,3.0,26,$,40.862209299999996,-73.924942,dominican,caribbean
Inwood,Jimbo's Hamburger Palace,3.5,19,$,40.86237,-73.92501,burgers,restaurants
Inwood,La Suegra De Dyckman,4.5,7,$,40.8619823610649,-73.92490848654231,streetvendors,food
Inwood,Brasier Grill & Rooftop,2.5,58,,40.8611151,-73.9208177,latin,restaurants
Inwood,La Essencia Restaurant,3.5,13,$$,40.870870000000004,-73.91505,mexican,restaurants
Inwood,Carreon's Deli and Bakery,3.0,14,$,40.86835,-73.91944000000001,bakeries,food
Inwood,Stop 809,3.0,14,$,40.865540786435,-73.9196904704722,dominican,caribbean
Inwood,Cocina Latina Restaurant,3.5,8,$$,40.8681143747441,-73.9190982467405,latin,restaurants
Inwood,Made In Mexico,2.5,283,$$,40.867160217611996,-73.9172898172413,mexican,restaurants
Inwood,Domino's Pizza,2.5,32,$,40.866280100000004,-73.9255373,pizza,restaurants
Inwood,El Conuco Restaurant,4.5,6,,40.8631627428076,-73.9265879746891,latin,restaurants
Inwood,M & W Deli,4.0,5,,40.8653592728305,-73.9241525823902,delis,restaurants
Inwood,Kennedy Fried Chicken and Pizza,2.5,11,,40.86542,-73.91940059999999,pizza,restaurants
Inwood,McDonald's,2.0,33,$,40.86508,-73.92720200000001,burgers,restaurants
Inwood,Boca Chica,3.5,5,,40.86697,-73.92095,seafood,restaurants
Inwood,Panda House,3.0,24,$,40.86055,-73.92815,chinese,restaurants
Inwood,China Sea,2.5,16,$,40.86477,-73.92718,chinese,restaurants
Inwood,El Valle Seafood Restaurant,2.5,9,$,40.865660999999996,-73.919539,seafood,restaurants
Inwood,Gardenia Salad Bar,2.0,17,$$,40.86837,-73.91937,salad,restaurants
Inwood,Ten-Tan Chinese Restaurant,2.5,15,,40.86415,-73.91939,chinese,restaurants
Inwood,New Kennedy,2.0,9,,40.8676500225833,-73.9217736572027,chicken_wings,restaurants
Inwood,Delio's Pizza,2.5,7,$,40.866006799999994,-73.9200941,pizza,restaurants
Inwood,Taco Bell,2.0,19,,40.864184,-73.926004,hotdogs,restaurants
Inwood,El Viejo Jobo Restaurant,2.5,6,$$,40.865658,-73.91954,latin,restaurants
Inwood,Acapulco Deli & Grocery,3.5,5,,40.8649972,-73.9271007,mexican,restaurants
Inwood,Parada Maimón,3.5,6,$$,40.8625298,-73.9283981,latin,restaurants
Inwood,McDonald's,1.5,14,$,40.867396,-73.921301,hotdogs,restaurants
Inwood,D'Fruit-Opia,5.0,1,,40.86463,-73.91943,sandwiches,restaurants
Inwood,Cevicos Restaurant,4.5,3,,40.860690000000005,-73.92675,restaurants,
Inwood,Noel's Pizza,2.5,8,,40.8660190654786,-73.92000912257771,italian,restaurants
Inwood,El Nuevo Sabor,2.5,11,$$,40.869440000000004,-73.91552,dominican,caribbean
Inwood,Piezano Pizza,2.5,20,$,40.86067,-73.92772,pizza,restaurants
Inwood,Havana Tacos,3.0,5,$$,40.8624894494,-73.9229769886,tacos,mexican
Inwood,Eat  Sherman Creek,4.5,2,,40.86076810956,-73.91982436180109,hotdogs,restaurants
Inwood,207 Deli & Grill,4.0,1,,40.867470000000004,-73.92138,delis,restaurants
Inwood,Danny F Donut Corporation,3.0,3,$,40.86425,-73.91931,restaurants,
Inwood,Tropical Rotisserie Chicken,1.5,3,,40.867515206336996,-73.9215657860041,spanish,restaurants
Inwood,Aires Restaurant,3.5,3,,40.86097,-73.92568,restaurants,
Inwood,Rancho Los Compadres,2.5,3,$,40.864090000000004,-73.92505,mexican,restaurants
Inwood,JR Primos-Ii Restaurant,2.0,2,$,40.8682577624947,-73.91905769088109,spanish,restaurants
Inwood,Subway,2.0,6,$,40.8642425434252,-73.9267812807287,sandwiches,restaurants
Inwood,Koko Seafood Salad & Grill,2.5,3,,40.860640000000004,-73.92782,seafood,restaurants
Inwood,Pizza Shop,2.5,4,$$,40.86067,-73.92772,pizza,restaurants
Inwood,Beans and Vines Express,2.0,5,,40.86629,-73.92466,burgers,restaurants
Inwood,Papa John's Pizza,1.5,2,$,40.86533,-73.91951,pizza,restaurants
Inwood,Rincon Cibaeno Restaurant,3.0,2,$,40.860690000000005,-73.92675,caribbean,restaurants
Inwood,Dyckman Dogs,3.0,8,,40.86197,-73.92475999999999,hotdog,restaurants
Inwood,Stuf'd Food Truck,4.0,4,,40.7124539,-73.9287374,sandwiches,restaurants
Inwood,Puma Pizzeria,1.0,1,,40.864162445068395,-73.9187393188477,pizza,restaurants
Inwood,Burger King,1.0,1,,40.864184,-73.926004,hotdogs,restaurants
Inwood,Luxor New York,1.0,1,,40.86148,-73.92069000000001,spanish,restaurants
Inwood,Luxor NY,1.0,1,,40.861655400000004,-73.9206428,salad,restaurants
Inwood,Germain Deli,1.0,1,,40.86332,-73.92716999999999,delis,restaurants
Kips Bay,Patrizia's Pizza and Pasta,4.0,588,$$,40.7398415,-73.9792862,italian,restaurants
Kips Bay,Bistango,4.0,695,$$,40.7425771,-73.9800892,italian,restaurants
Kips Bay,NORMA Gastronomia Siciliana,4.5,389,$$,40.743553000000006,-73.980026,italian,restaurants
Kips Bay,Lamazou,4.5,284,$,40.74125,-73.98161999999999,cheese,gourmet
Kips Bay,VinoTapa,4.0,398,$$,40.7436868467235,-73.9790102422585,tapas,restaurants
Kips Bay,Ruby's - Murray Hill,4.0,463,$$,40.74364,-73.97985,breakfast_brunch,restaurants
Kips Bay,Turkish Kitchen,4.0,566,$$$,40.741890000000005,-73.98136,turkish,restaurants
Kips Bay,Banc Cafe,3.5,593,$$,40.7432632446289,-73.9795150756836,cafes,restaurants
Kips Bay,Jaiya,3.5,822,$$,40.742179,-73.980915,thai,restaurants
Kips Bay,El Parador Cafe,4.0,429,$$,40.744459899999995,-73.97471999999999,mexican,restaurants
Kips Bay,Maguro,3.5,394,$$,40.7420234680176,-73.9813766479492,sushi,restaurants
Kips Bay,Lena's Italian Kitchen,4.0,154,$$,40.742664000000005,-73.977783,italian,restaurants
Kips Bay,Sahara's Turkish Cuisine,3.5,246,$$,40.74143,-73.97854,turkish,restaurants
Kips Bay,NY Bagels & Cafe,4.0,206,$,40.7436075821515,-73.9739845107392,bagels,food
Kips Bay,Coppola's East,3.5,332,$$,40.74165,-73.98154,italian,restaurants
Kips Bay,Flame Hibachi,4.0,139,$$,40.74152,-73.98097,dimsum,chinese
Kips Bay,Hummus Kitchen,4.0,244,$$,40.74367,-73.97983,mideastern,restaurants
Kips Bay,Rocky's Number II,3.5,303,$,40.74438,-73.9764,pizza,restaurants
Kips Bay,Dough Boys Pizza,3.5,304,$,40.7438581,-73.97928859999999,pizza,restaurants
Kips Bay,Oishi Bay,4.0,178,$$,40.7418734,-73.978779,japanese,restaurants
Kips Bay,Hill and Bay,3.5,313,$$,40.743507,-73.977165,newamerican,restaurants
Kips Bay,Amber Kips Bay,3.5,272,$$,40.74152,-73.98097,panasian,restaurants
Kips Bay,Brother Jimmy's BBQ,3.0,505,$$,40.744510140226296,-73.980771217791,bbq,restaurants
Kips Bay,Vezzo,4.0,1290,$$,40.7445,-73.98139,pizza,restaurants
Kips Bay,Nobi Sushi,3.5,182,$$,40.7433343,-73.9796567,sushi,restaurants
Kips Bay,Macchina,3.5,136,$$,40.74094,-73.98139,italian,restaurants
Kips Bay,Great Sichuan,3.0,192,$$,40.74082,-73.98127,szechuan,chinese
Kips Bay,Marta,4.0,888,$$$,40.7445882,-73.9847936,pizza,restaurants
Kips Bay,Penelope,3.5,2117,$$,40.74371,-73.98151999999999,tradamerican,restaurants
Kips Bay,Joey Pepperoni's Pizza,3.5,85,$,40.74094,-73.97891,pizza,restaurants
Kips Bay,Dan & John's Wings,4.0,60,$$,40.74343,-73.97961,chicken_wings,restaurants
Kips Bay,Dolcino Trattoria Toscana Italian,3.5,89,$$,40.741607666015604,-73.97857666015621,italian,restaurants
Kips Bay,Pastafina Pizza,3.5,128,$,40.74188,-73.98115,pizza,restaurants
Kips Bay,Mike's Pizza,3.5,98,$,40.738536297407705,-73.9806645185456,pizza,restaurants
Kips Bay,Vatan Indian Vegetarian,4.0,646,$$$,40.74236,-73.9803699,indpak,restaurants
Kips Bay,Eros Greek Restaurant,3.5,107,$$$,40.7436799,-73.9795802,seafood,restaurants
Kips Bay,Moonstruck East Restaurant,2.5,219,$$,40.74361,-73.97927,diners,restaurants
Kips Bay,City Catering & Cafe,4.5,21,$,40.7375,-73.9792143,catering,eventservices
Kips Bay,Pizza & Pita,3.5,60,$,40.74382,-73.97400999999999,pizza,restaurants
Kips Bay,Asia Express,3.0,61,$,40.74094,-73.97891,chinese,restaurants
Kips Bay,Thai-ish,4.0,226,$$,40.74426,-73.98157990000001,thai,restaurants
Kips Bay,Empire Gourmet Deli,3.5,34,$,40.7389083,-73.97996859999999,delis,restaurants
Kips Bay,Dynasty Dim Sum,4.0,165,$$,40.741479999999996,-73.98087,dimsum,chinese
Kips Bay,Pita Grill,2.5,166,$,40.743408,-73.97940799999999,mideastern,restaurants
Kips Bay,Abumi Sushi,3.0,62,$$,40.7405014038086,-73.9812469482422,sushi,restaurants
Kips Bay,Virgin Mary Tacos,5.0,6,,40.7400398,-73.97665409999999,mexican,restaurants
Kips Bay,Little River,3.5,19,,40.739709000000005,-73.974203,cafes,restaurants
Kips Bay,Mexico Lindo Restaurant,3.5,248,$$,40.73981,-73.97984,mexican,restaurants
Kips Bay,Chipotle Mexican Grill,2.5,73,$,40.7441435282885,-73.975871745998,mexican,restaurants
Kips Bay,Flavor's House,4.0,9,,40.73957,-73.9799,caribbean,restaurants
Kips Bay,Cafe Deli-cious,2.5,55,$$,40.740590000000005,-73.97606999999999,cafes,restaurants
Kips Bay,Profit Chinese Restaurant,2.5,58,$,40.742059999999995,-73.97765,chinese,restaurants
Kips Bay,Mi Noodle Bar,4.5,229,$$,40.7377,-73.98130400000001,noodles,restaurants
Kips Bay,Thai V Express,3.0,24,,40.740683524227705,-73.9813961461186,thai,restaurants
Kips Bay,Orion Diner & Grill,2.5,207,$$,40.7378,-73.9812,diners,restaurants
Kips Bay,Moonstruck Diner,3.0,28,,40.7389864083256,-73.9758310357295,newamerican,restaurants
Kips Bay,Noodles 28,3.0,200,$$,40.74261,-73.97997,chinese,restaurants
Kips Bay,Lucky Chicken,3.0,67,$,40.73644,-73.97922,bbq,restaurants
Kips Bay,Incredi Fusion Inc.,3.5,10,$$,40.740814208984396,-73.9812774658203,asianfusion,restaurants
Kips Bay,NYU Medical Center Cafeteria,4.0,6,$$,40.7429595458379,-73.9737309765932,cafes,restaurants
Kips Bay,Himed's Deli,5.0,3,,40.74248,-73.97779,delis,restaurants
Kips Bay,Fine Food Deli and Convenience,5.0,3,$,40.738409999999995,-73.98076,markets,gourmet
Kips Bay,1 Chimi Sushi,3.0,15,$$,40.74062,-73.98122,sushi,restaurants
Kips Bay,Bagel Cafe,2.5,223,$,40.743157399999994,-73.97995909999999,bagels,food
Kips Bay,Domino's Pizza,2.0,47,$,40.7443016,-73.9793548,pizza,restaurants
Kips Bay,Au Bon Pain,2.5,13,$,40.738740937610395,-73.9745648968201,bakeries,food
Kips Bay,Citizens Of Gramercy,4.0,133,$$,40.736740000000005,-73.98151999999999,australian,restaurants
Kips Bay,Subway,2.0,16,$,40.7433908196407,-73.9771822901374,sandwiches,restaurants
Kips Bay,McDonald's,2.5,42,$,40.736945,-73.97916500000001,burgers,restaurants
Kips Bay,Hong Kong Chinese Restaurant,3.0,35,$,40.7444,-73.98146,chinese,restaurants
Kips Bay,Bellevue Halal Food Cart,3.5,4,$,40.74002805460611,-73.9762432918201,halal,restaurants
Kips Bay,Del Fuscos,3.5,3,,40.7391281,-73.9812012,newamerican,restaurants
Kips Bay,The Cube,2.5,9,$$,40.7401582,-73.9750057,newamerican,restaurants
Kips Bay,Gramercy Food Market,3.0,20,$,40.7374085,-73.98122590000001,delis,restaurants
Kips Bay,Hong Kong Noodle 2,3.0,40,$,40.7444,-73.98146,chinese,restaurants
Kips Bay,Fresh Tortillas Grill,5.0,1,,40.743322,-73.97735300000001,tex-mex,restaurants
Kips Bay,Restaurant Joy,5.0,1,,40.742979999999996,-73.98274,pakistani,restaurants
Kips Bay,Joy of India,5.0,1,,40.7429,-73.9828,indpak,restaurants
Kips Bay,Subway,3.5,15,$,40.738793434006,-73.98059775214959,sandwiches,restaurants
Kips Bay,Sariku,2.5,36,$$,40.7444,-73.98146,japanese,restaurants
Kips Bay,Flacoz Tacoz,3.5,4,,40.74341,-73.97941,mexican,restaurants
Kips Bay,Lite Delights,2.5,5,$,40.744141600000006,-73.9794667,breakfast_brunch,restaurants
Kips Bay,Bassel Deli Grocery,2.0,5,$,40.74106,-73.97901,delis,restaurants
Kips Bay,The Bank Cafe,4.0,1,$$,40.743390000000005,-73.97961,restaurants,
Kips Bay,Derik's Open Flame,2.5,3,,40.73847,-73.98071,bbq,restaurants
Kips Bay,Barans Doner,3.5,3,,40.74341,-73.97941,kebab,restaurants
Kips Bay,Tatany Japanese Restaurant,2.5,2,$$,40.74171,-73.98149000000001,restaurants,
